_id.hour,distance,co2
14,1277.6690138250522,0
8,47074.58096280689,10277.177984148908
12,672.9998413189741,0
7,33128.44075656284,802.0749474076149
17,9948.45966509804,479.75973246209674
16,23559.100399509574,927.8425464770629
13,47981.641764208674,10009.762437786323
15,7288.981356894423,0
6,384.1256114363658,0
9,4563.34145528814,0
19,5517.320754782828,390.70031503263897
11,2884.301390793923,0
10,8405.668766724273,0
