_id.year,_id.week,distance,co2
2022,42,80084.3710379866,2718.0718910449323
2022,40,2087473.715683915,351678.3521903966
2022,41,123227.84820678477,13001.613140929514
2022,39,112433.80929802152,22012.49278499941
